# Competency Area,Competency Group,Competency
Requirements, Elicitation
Requirements, Elicitation, Design Thinking
Requirements, Elicitation, Event Storming
Requirements, Elicitation, Prototyping
Requirements, Analysis
Requirements, Specification
Requirements, Specification, User Experience
Requirements, Specification, User Experience, Usability
Requirements, Specification, User Stories
Requirements, Specification, NFRs

Architecture, Models
Architecture, Models, UML
Architecture, Models, ORM
Architecture, Models, ER
Architecture, Models, Tools
# Architecture, Models, Tools, EA
Architecture, Models, Tools, Visio
Architecture, Methods
Architecture, Methods
Architecture, Methods, C4
Architecture, Design Patterns
Architecture, Diagrams

Interaction Design
Interaction Design, Graphics
Interaction Design, Graphics, Color
Interaction Design, Data
Interaction Design, UI, Wireframes
Interaction Design, UI, Axure

Construction, Coding
Construction, Coding, Secure Coding
Construction, Debugging
Construction, Refactoring

Test, Unit Test
Test, Unit Test, TDD
Test, Integration Test
Test, Pentest

Maintenance, Evolution
Maintenance, Release Management
Maintenance, Migration
Maintenance, Operation
Maintenance, Operation, Troubleshooting
Maintenance, Operation, Monitoring and Alerting
Maintenance, Operation, Incident Response
